Bulan,Tahun,Jenis Produk,Varietas Hibrida,Volume Penjualan,Harga per Unit,Total Pendapatan Bruto,Total Pendapatan Netto,Indeks Permintaan Pasar,Biaya Transportasi,Varietas Benih,Kelas Benih,Kondisi Cuaca_Cerah,Kondisi Cuaca_Hujan,Jenis Pupuk_Jenis B,Jenis Pupuk_Jenis C,Pendapatan per Unit,Rasio Biaya Transportasi
11,2021,Sage 01,Hibrida B,0.5428571428571429,60000,0.5247079964061095,0.5140132780822528,37.07,62000,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.966567361800728,118160.9589041096
11,2021,Sage 01,Hibrida C,0.6000000000000001,60000,0.5786163522012578,0.5676602949694782,42.84,61600,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9643605870020963,106460.86956521739
11,2021,Sage 02,Hibrida A,0.6000000000000001,58000,0.5471698113207547,0.5395891814819767,42.61,54600,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.911949685534591,99786.20689655172
11,2021,Sage 02,Hibrida B,0.8,58000,0.7295597484276729,0.7027135409704584,47.57,94500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345911,129530.17241379312
11,2021,Sage 02,Hibrida C,0.7714285714285716,58000,0.7035040431266847,0.6823954016842668,48.71,82100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345911,116701.5325670498
11,2021,Sage 03,Hibrida A,0.45714285714285713,62000,0.47079964061096136,0.4516330258878047,42.04,82000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.029874213836478,174171.75572519083
11,2021,Sage 03,Hibrida B,0.31428571428571433,62000,0.33153638814016173,0.31020808269839145,36.29,89400,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0548885077186962,269653.65853658534
11,2021,Sage 03,Hibrida C,0.7142857142857144,62000,0.7214734950584006,0.7122042507686137,42.68,55200,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.0100628930817608,76510.08717310088
12,2021,Sage 01,Hibrida A,0.6285714285714286,60000,0.605570530098832,0.5801363454083679,36.05,93600,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9634076615208691,154564.98516320475
12,2021,Sage 01,Hibrida B,0.02857142857142858,60000,0.03953279424977535,0.028383014748473934,31.89,71900,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.3836477987421367,1818743.1818181833
12,2021,Sage 01,Hibrida C,0.6000000000000001,60000,0.5786163522012578,0.5595954195071959,36.51,79700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9643605870020963,137742.39130434784
12,2021,Sage 02,Hibrida A,0.31428571428571433,58000,0.2866127583108715,0.26738849529920244,43.96,85500,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9119496855345911,298311.91222570534
12,2021,Sage 02,Hibrida B,0.45714285714285713,58000,0.41689128481581306,0.40556075390990515,39.35,65400,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9119496855345911,156875.43103448278
12,2021,Sage 02,Hibrida C,0.3714285714285714,58000,0.3387241689128482,0.3262932762999599,40.84,69300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345913,204591.24668435013
12,2021,Sage 03,Hibrida A,0.5714285714285714,62000,0.582210242587601,0.5813393931292608,47.25,38900,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0188679245283019,66814.35185185185
12,2021,Sage 03,Hibrida B,0.9428571428571428,62000,0.9442946990116802,0.9299558882502339,49.94,62500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,1.0015246807699638,66186.96479543291
12,2021,Sage 03,Hibrida C,0.5428571428571429,62000,0.5543575920934412,0.5303212582988015,37.76,91400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.0211850380668652,164875.52674230144
1,2022,Sage 01,Hibrida A,0.5714285714285714,60000,0.5516621743036837,0.5442231430735642,46.15,54200,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9654088050314465,98248.5342019544
1,2022,Sage 01,Hibrida B,0.8,60000,0.7672955974842767,0.7699059840484783,42.45,27700,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9591194968553458,36100.81967213115
1,2022,Sage 01,Hibrida C,0.14285714285714285,60000,0.1473495058400719,0.13331551040413492,31.55,76400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.0314465408805034,518495.12195121945
1,2022,Sage 02,Hibrida A,0.8857142857142857,58000,0.8077268643306378,0.7807334135365147,48.77,93400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345911,115633.14794215797
1,2022,Sage 02,Hibrida B,0.5142857142857142,58000,0.4690026954177897,0.44499398476139557,38.74,92900,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9119496855345912,198079.88505747129
1,2022,Sage 02,Hibrida C,0.45714285714285713,58000,0.41689128481581306,0.41981909726863614,45.39,33400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9119496855345911,80116.8103448276
1,2022,Sage 03,Hibrida A,0.6571428571428573,62000,0.6657681940700809,0.6459920687965068,44.55,79800,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0131255127153405,119861.53846153845
1,2022,Sage 03,Hibrida B,0.6571428571428573,62000,0.6657681940700809,0.6708104977052978,34.69,24100,Jagung Hibrida,Benih Hibrida,False,True,False,False,1.0131255127153405,36198.78542510121
1,2022,Sage 03,Hibrida C,0.7428571428571429,62000,0.7493261455525607,0.7419239852069688,38.09,50500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.0087082728592163,67393.88489208632
2,2022,Sage 01,Hibrida A,0.42857142857142855,60000,0.41689128481581306,0.4239629283072673,49.55,24100,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9727463312368971,57808.83620689656
2,2022,Sage 01,Hibrida B,0.4857142857142857,60000,0.47079964061096136,0.46798556342734926,38.34,45300,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9692933777284498,96219.27480916031
2,2022,Sage 01,Hibrida C,0.2571428571428572,60000,0.2551662174303684,0.23392594572918063,30.19,90600,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9923130677847658,355062.676056338
2,2022,Sage 02,Hibrida A,0.5714285714285714,58000,0.5211141060197664,0.5226128414204876,32.64,34700,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345912,66588.10344827587
2,2022,Sage 02,Hibrida B,0.3428571428571429,58000,0.31266846361185985,0.28953348482823155,43.69,93800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345911,299998.2758620689
2,2022,Sage 02,Hibrida C,0.31428571428571433,58000,0.2866127583108715,0.29505859287973984,35.62,23400,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9119496855345911,81643.26018808778
2,2022,Sage 03,Hibrida A,0.5428571428571429,62000,0.5543575920934412,0.546718353161342,35.99,54600,Jagung Hibrida,Benih Hibrida,False,True,False,False,1.0211850380668652,98492.38249594814
2,2022,Sage 03,Hibrida B,0.5428571428571429,62000,0.5543575920934412,0.5436438978746156,44.98,61500,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.0211850380668652,110939.22204213939
2,2022,Sage 03,Hibrida C,0.6857142857142857,62000,0.6936208445642408,0.6649734883928173,44.45,99200,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0115303983228512,143017.6165803109
3,2022,Sage 01,Hibrida A,0.3714285714285714,60000,0.36298292902066487,0.3668849975493473,41.37,32200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9772617319787132,88709.40594059406
3,2022,Sage 01,Hibrida B,0.5714285714285714,60000,0.5516621743036837,0.5591498462772357,33.82,20700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9654088050314465,37522.96416938111
3,2022,Sage 01,Hibrida C,0.39999999999999997,60000,0.389937106918239,0.37089515661899036,33.0,83200,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9748427672955976,213367.74193548385
3,2022,Sage 02,Hibrida A,0.5428571428571429,58000,0.49505840071877805,0.47538207904469104,47.07,82700,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.911949685534591,167050.998185118
3,2022,Sage 02,Hibrida B,0.45714285714285713,58000,0.41689128481581306,0.42106670231252513,41.36,30600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345911,73400.43103448277
3,2022,Sage 02,Hibrida C,0.31428571428571433,58000,0.2866127583108715,0.2677003965601747,35.6,84800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9119496855345911,295869.592476489
3,2022,Sage 03,Hibrida A,0.17142857142857143,62000,0.1922731356693621,0.20135454261907942,37.71,23700,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.1215932914046123,123262.14953271026
3,2022,Sage 03,Hibrida B,0.6285714285714286,62000,0.6379155435759208,0.6311990375618233,39.77,51000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,1.0148656375071468,79947.88732394368
3,2022,Sage 03,Hibrida C,0.6857142857142857,62000,0.6936208445642408,0.681370583255358,47.96,62400,Jagung Hibrida,Benih Hibrida,True,False,False,False,1.0115303983228512,89962.69430051814
4,2022,Sage 01,Hibrida A,0.39999999999999997,60000,0.389937106918239,0.3839950095798244,32.78,53800,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9748427672955976,137970.96774193548
4,2022,Sage 01,Hibrida B,0.5142857142857142,60000,0.4977538185085355,0.4848727888428463,48.55,67400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9678546470999303,135408.30324909746
4,2022,Sage 01,Hibrida C,0.5142857142857142,60000,0.4977538185085355,0.4923584191061801,40.77,50600,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9678546470999303,101656.67870036101
4,2022,Sage 02,Hibrida A,0.5428571428571429,58000,0.49505840071877805,0.4776099451944927,39.25,77700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.911949685534591,156951.17967332125
4,2022,Sage 02,Hibrida B,0.2,58000,0.1823899371069182,0.18740810052132068,37.11,33000,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.911949685534591,180931.03448275867
4,2022,Sage 02,Hibrida C,0.05714285714285716,58000,0.052111410601976604,0.061221761796551255,31.93,26200,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9119496855345903,502768.96551724174
4,2022,Sage 03,Hibrida A,0.2571428571428572,62000,0.2758310871518418,0.2701064920019605,38.79,55400,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0726764500349402,200847.5570032574
4,2022,Sage 03,Hibrida B,0.2,62000,0.22012578616352196,0.22251927104219577,38.38,38200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.1006289308176098,173537.1428571429
4,2022,Sage 03,Hibrida C,0.3428571428571429,62000,0.3593890386343216,0.33364523459430556,38.57,98800,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.0482180293501044,274911.00000000006
5,2022,Sage 01,Hibrida A,0.39999999999999997,60000,0.389937106918239,0.3684445038542084,32.03,88700,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9748427672955976,227472.58064516127
5,2022,Sage 01,Hibrida B,0.6000000000000001,60000,0.5786163522012578,0.5792451989484473,35.9,35600,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9643605870020963,61526.08695652174
5,2022,Sage 01,Hibrida C,0.14285714285714285,60000,0.1473495058400719,0.1375038987657622,32.77,67000,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.0314465408805034,454701.2195121951
5,2022,Sage 02,Hibrida A,0.45714285714285713,58000,0.41689128481581306,0.42284899523236646,43.76,26600,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9119496855345911,63805.60344827587
5,2022,Sage 02,Hibrida B,0.31428571428571433,58000,0.2866127583108715,0.2873501760014258,34.32,40700,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9119496855345911,142003.44827586206
5,2022,Sage 02,Hibrida C,0.3428571428571429,58000,0.31266846361185985,0.3094506082074589,32.77,49100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345911,157035.3448275862
5,2022,Sage 03,Hibrida A,0.45714285714285713,62000,0.47079964061096136,0.4490932584770307,38.4,87700,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.029874213836478,186278.81679389314
5,2022,Sage 03,Hibrida B,0.6857142857142857,62000,0.6936208445642408,0.6904602771465489,47.45,42000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,1.0115303983228512,60551.81347150259
5,2022,Sage 03,Hibrida C,0.6571428571428573,62000,0.6657681940700809,0.6389074544401372,34.85,95700,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.0131255127153405,143743.72469635625
6,2022,Sage 01,Hibrida A,0.2285714285714286,60000,0.22821203953279423,0.21432072361092552,35.4,74600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9984276729559747,326888.9763779528
6,2022,Sage 01,Hibrida B,0.7142857142857144,60000,0.6864330637915544,0.6789644878135721,49.69,51800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.961006289308176,75462.56544502616
6,2022,Sage 01,Hibrida C,0.2571428571428572,60000,0.2551662174303684,0.23379227376019246,34.58,90900,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9923130677847658,356238.38028169016
6,2022,Sage 02,Hibrida A,0.39999999999999997,58000,0.3647798742138365,0.347146103462104,32.54,80500,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9119496855345913,220681.0344827586
6,2022,Sage 02,Hibrida B,0.45714285714285713,58000,0.41689128481581306,0.4124671389742905,47.08,49900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345911,119695.47413793106
6,2022,Sage 02,Hibrida C,0.0,58000,0.0,0.0,31.02,47600,Jagung Hibrida,Benih Hibrida,False,True,False,False,,
6,2022,Sage 03,Hibrida A,0.2571428571428572,62000,0.2758310871518418,0.27759212226529434,39.41,38600,Jagung Hibrida,Benih Hibrida,False,True,False,False,1.0726764500349402,139940.7166123779
6,2022,Sage 03,Hibrida B,0.45714285714285713,62000,0.47079964061096136,0.45969790135008687,48.96,63900,Jagung Hibrida,Benih Hibrida,True,False,False,False,1.029874213836478,135726.52671755725
6,2022,Sage 03,Hibrida C,0.5142857142857142,62000,0.5265049415992812,0.5178452078599118,37.86,57400,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.0237596086652692,109020.819112628
7,2022,Sage 01,Hibrida A,0.4857142857142857,60000,0.47079964061096136,0.4457514592523281,49.7,95200,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9692933777284498,202209.1603053435
7,2022,Sage 01,Hibrida B,0.6571428571428573,60000,0.632524707996406,0.6169406942030924,39.58,71000,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9625375991249655,112248.57954545456
7,2022,Sage 01,Hibrida C,0.9714285714285715,60000,0.9290206648697213,0.9224257006639041,47.7,45400,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9563448020717719,48868.665377176025
7,2022,Sage 02,Hibrida A,0.7714285714285716,58000,0.7035040431266847,0.6948714521231565,43.5,54100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345911,76900.76628352489
7,2022,Sage 02,Hibrida B,0.42857142857142855,58000,0.3908355795148247,0.3835048790268681,36.21,56900,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9119496855345911,145585.51724137933
7,2022,Sage 02,Hibrida C,0.11428571428571427,58000,0.10422282120395326,0.08996123512899346,34.13,77700,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9119496855345912,745518.103448276
7,2022,Sage 03,Hibrida A,0.9428571428571428,62000,0.9442946990116802,0.9454618366528538,49.09,27700,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.0015246807699638,29334.06279733587
7,2022,Sage 03,Hibrida B,0.6000000000000001,62000,0.610062893081761,0.5966671122398965,36.13,66500,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.0167714884696015,109005.15463917526
7,2022,Sage 03,Hibrida C,0.17142857142857143,62000,0.1922731356693621,0.1782738493071337,34.58,75500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.1215932914046123,392670.5607476635
8,2022,Sage 01,Hibrida A,0.3428571428571429,60000,0.3360287511230907,0.3442053201443657,35.49,23100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9800838574423477,68744.11764705883
8,2022,Sage 01,Hibrida B,0.8285714285714285,60000,0.7942497753818508,0.7802432829835584,45.86,64500,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.958577315116027,81208.71040723982
8,2022,Sage 01,Hibrida C,0.8571428571428572,60000,0.821203953279425,0.7994920465178452,48.69,81300,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9580712788259957,99000.98468271334
8,2022,Sage 02,Hibrida A,0.5714285714285714,58000,0.5211141060197664,0.5247961502472931,41.69,29800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345912,57185.17241379311
8,2022,Sage 02,Hibrida B,0.5714285714285714,58000,0.5211141060197664,0.5147707525731855,43.62,52300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345912,100361.89655172414
8,2022,Sage 02,Hibrida C,0.42857142857142855,58000,0.3908355795148247,0.37561823285657,41.54,74600,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9119496855345911,190873.10344827588
8,2022,Sage 03,Hibrida A,0.3428571428571429,62000,0.3593890386343216,0.3364969032660518,44.44,92400,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.0482180293501044,257103.00000000006
8,2022,Sage 03,Hibrida B,0.7428571428571429,62000,0.7493261455525607,0.7257496769594083,40.23,86800,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0087082728592163,115837.41007194243
8,2022,Sage 03,Hibrida C,0.5714285714285714,62000,0.582210242587601,0.562179744240966,47.23,81900,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0188679245283019,140670.83333333334
9,2022,Sage 01,Hibrida A,0.42857142857142855,60000,0.41689128481581306,0.42235886467941003,34.46,27700,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9727463312368971,66444.18103448277
9,2022,Sage 01,Hibrida B,0.7714285714285716,60000,0.7403414195867025,0.7261506928663726,44.77,65900,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9597018402049846,89012.98543689321
9,2022,Sage 01,Hibrida C,0.4857142857142857,60000,0.47079964061096136,0.4592968854431226,31.03,64800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9692933777284498,137638.1679389313
9,2022,Sage 02,Hibrida A,0.9142857142857144,58000,0.8337825696316262,0.8139731764915563,47.18,76800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9119496855345911,92110.3448275862
9,2022,Sage 02,Hibrida B,0.6285714285714286,58000,0.573225516621743,0.5478768435592389,36.75,94000,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9119496855345912,163984.3260188088
9,2022,Sage 02,Hibrida C,0.2571428571428572,58000,0.23450134770889486,0.2210934367063227,40.09,73400,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.911949685534591,313004.59770114947
9,2022,Sage 03,Hibrida A,0.45714285714285713,62000,0.47079964061096136,0.4756939803056633,49.09,28000,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.029874213836478,59473.282442748095
9,2022,Sage 03,Hibrida B,0.31428571428571433,62000,0.33153638814016173,0.33827919618589314,41.79,26400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.0548885077186962,79629.26829268293
9,2022,Sage 03,Hibrida C,0.6571428571428573,62000,0.6657681940700809,0.6521409793699595,46.84,66000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.0131255127153405,99133.60323886639
10,2022,Sage 01,Hibrida A,0.45714285714285713,60000,0.4438454627133872,0.45158846856480866,49.09,22100,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9709119496855345,49792.1052631579
10,2022,Sage 01,Hibrida B,0.6000000000000001,60000,0.5786163522012578,0.5540703114556877,33.26,92100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9643605870020963,159172.8260869565
10,2022,Sage 01,Hibrida C,0.5428571428571429,60000,0.5247079964061095,0.5255536247382258,33.98,36100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.966567361800728,68800.17123287672
10,2022,Sage 02,Hibrida A,0.5142857142857142,58000,0.4690026954177897,0.4608563917479838,32.77,57300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9119496855345912,122174.1379310345
10,2022,Sage 02,Hibrida B,0.7714285714285716,58000,0.7035040431266847,0.6916187675444458,41.98,61400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345911,87277.39463601532
10,2022,Sage 02,Hibrida C,0.39999999999999997,58000,0.3647798742138365,0.3646125740765495,47.69,41300,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345913,113218.96551724138
10,2022,Sage 03,Hibrida A,0.17142857142857143,62000,0.1922731356693621,0.19997326560620238,32.23,26800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,1.1215932914046123,139385.04672897194
10,2022,Sage 03,Hibrida B,0.5142857142857142,62000,0.5265049415992812,0.5289845386089205,43.89,32400,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.0237596086652692,61537.883959044375
10,2022,Sage 03,Hibrida C,0.5428571428571429,62000,0.5543575920934412,0.5538029675177116,49.72,38700,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0211850380668652,69810.53484602917
11,2022,Sage 01,Hibrida A,0.3428571428571429,60000,0.3360287511230907,0.31038631199037564,38.28,99000,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9800838574423477,294617.64705882355
11,2022,Sage 01,Hibrida B,0.31428571428571433,60000,0.30907457322551657,0.31742636902374904,42.33,23200,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9834190966266435,75062.79069767443
11,2022,Sage 01,Hibrida C,0.8,60000,0.7672955974842767,0.7450875551396872,46.88,83400,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9591194968553458,108693.44262295082
11,2022,Sage 02,Hibrida A,0.8,58000,0.7295597484276729,0.7016441652185537,44.47,96900,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9119496855345911,132819.8275862069
11,2022,Sage 02,Hibrida B,0.7428571428571429,58000,0.6774483378256962,0.6648843737468253,40.73,63400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9119496855345911,93586.47214854113
11,2022,Sage 02,Hibrida C,0.5428571428571429,58000,0.49505840071877805,0.4703916588691352,46.02,93900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.911949685534591,189674.59165154267
11,2022,Sage 03,Hibrida A,0.17142857142857143,62000,0.1922731356693621,0.1697634006148911,30.18,94600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,1.1215932914046123,492008.41121495323
11,2022,Sage 03,Hibrida B,0.17142857142857143,62000,0.1922731356693621,0.18549213563249117,33.98,59300,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.1215932914046123,308415.4205607476
11,2022,Sage 03,Hibrida C,0.2,62000,0.22012578616352196,0.22309851624114424,31.92,36900,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.1006289308176098,167631.4285714286
12,2022,Sage 01,Hibrida A,0.7428571428571429,60000,0.7133872416891284,0.7026244263244663,42.73,58700,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9603289791969035,82283.50125944585
12,2022,Sage 01,Hibrida B,0.7142857142857144,60000,0.6864330637915544,0.681281468609366,46.45,46600,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.961006289308176,67887.1727748691
12,2022,Sage 01,Hibrida C,0.6571428571428573,60000,0.632524707996406,0.6169406942030924,40.8,71000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9625375991249655,112248.57954545456
12,2022,Sage 02,Hibrida A,0.5142857142857142,58000,0.4690026954177897,0.4609900637169719,41.04,57000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9119496855345912,121534.4827586207
12,2022,Sage 02,Hibrida B,0.11428571428571427,58000,0.10422282120395326,0.08180724502071918,34.14,96000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9119496855345912,921103.4482758621
12,2022,Sage 02,Hibrida C,0.45714285714285713,58000,0.41689128481581306,0.4212449316045092,32.64,30200,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9119496855345911,72440.94827586207
12,2022,Sage 03,Hibrida A,0.5714285714285714,62000,0.582210242587601,0.5652987568506884,30.61,74900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.0188679245283019,128647.6851851852
12,2022,Sage 03,Hibrida B,0.05714285714285716,62000,0.08086253369272234,0.0872877957492314,31.97,31700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.4150943396226405,392023.3333333335
12,2022,Sage 03,Hibrida C,0.31428571428571433,62000,0.33153638814016173,0.31809472886868956,37.03,71700,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0548885077186962,216265.8536585366
1,2023,Sage 01,Hibrida A,0.6857142857142857,60000,0.6594788858939803,0.658067103328432,44.63,38700,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9617400419287212,58682.69754768392
1,2023,Sage 01,Hibrida B,0.5142857142857142,60000,0.4977538185085355,0.47582765227465135,31.04,87700,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9678546470999303,176191.51624548735
1,2023,Sage 01,Hibrida C,0.5142857142857142,60000,0.4977538185085355,0.49730428195873994,39.09,39500,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9678546470999303,79356.49819494585
1,2023,Sage 02,Hibrida A,0.5428571428571429,58000,0.49505840071877805,0.46887670988727,38.72,97300,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.911949685534591,196542.46823956445
1,2023,Sage 02,Hibrida B,0.6000000000000001,58000,0.5471698113207547,0.5290736532549125,47.8,78200,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.911949685534591,142917.24137931035
1,2023,Sage 02,Hibrida C,0.45714285714285713,58000,0.41689128481581306,0.40703114556877423,37.49,62100,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9119496855345911,148959.6982758621
1,2023,Sage 03,Hibrida A,0.2285714285714286,62000,0.24797843665768193,0.24212449316045098,31.62,56200,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0849056603773584,226632.6086956522
1,2023,Sage 03,Hibrida B,0.2571428571428572,62000,0.2758310871518418,0.2789733992781714,33.87,35500,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0726764500349402,128701.95439739418
1,2023,Sage 03,Hibrida C,0.3714285714285714,62000,0.38724168912848156,0.3696921088980974,31.34,79900,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.042573778422835,206331.09048723898
2,2023,Sage 01,Hibrida A,0.08571428571428574,60000,0.0934411500449236,0.08532727353740588,31.96,64100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,1.0901467505241083,685993.2692307695
2,2023,Sage 01,Hibrida B,0.6571428571428573,60000,0.632524707996406,0.6338279196185894,37.37,33100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9625375991249655,52329.971590909096
